id,kind,qa_id,path_id,question,reference_answer,model_answer,exact_match,token_f1,rouge_l,refusal,empty,invalid,answer_words,latency_ms,failure_category,error
"paraphrase_14","paraphrase","qa_000694","app_no_rag","Could you summarize this: Ngl, how is Internet access in the faculty building described for students?","Wi-Fi Internet access is provided to students on every floor in each building, and students must follow the rules and regulations for using these facilities.","The specific details about Internet access in the Faculty of Computer Science and Information Technology building are not available in the provided sources. For accurate information, please consult the official faculty handbook or contact the faculty's administrative office directly.","0","0.2424","0.1818","false","false","false","40","5500","fail_low_f1",""
"paraphrase_15","paraphrase","qa_000218","app_no_rag","What should I know about this handbook topic: What academic or administrative conditions are highlighted under candidature requirements for Master of Software Engineering (Software Technology)?","The candidature requirements include Fulfil the minimum candidature duration of 4 semesters.; Fulfil the University language requirement (Bahasa Malaysia and English) not later than the second (2nd) semester of candidature.; Fulfil the residential requirement of 6 months.; Proposal Defence at the beginning of the research component registration.; Present research progress in a Candidature Defence session as required by the Faculty.","The exact academic or administrative conditions for candidature in the Master of Software Engineering (Software Technology) program are not available in the provided evidence. For official details, refer directly to the Faculty of Computer Science and Information Technology's handbook or contact their administrative office.","0","0.2095","0.1524","false","false","false","45","4796","fail_low_f1",""
"paraphrase_16","paraphrase","qa_000371","app_no_rag","Please explain this handbook question: How are plagiarism checking and originality expectations enforced in the academic project?","Students are expected to produce original work and that plagiarism in the academic project may result in disciplinary action under the University of Malaya rules.","The Faculty of Computer Science and Information Technology, Universiti Malaya, enforces plagiarism checking and originality expectations through standard academic integrity protocols, including the use of plagiarism detection software and adherence to citation guidelines. Specific enforcement details are not available in the current context and should be confirmed directly with the faculty's official guidelines or academic authorities.","0","0.2439","0.122","false","false","false","57","4379","fail_low_f1",""
"paraphrase_17","paraphrase","qa_000387","app_no_rag","In simple terms, what policy links, regulations, or university rule documents are referenced for undergraduate students?","The undergraduate rules section refers students to the University of Malaya Bachelor's Degree rules and regulations, together with related university policy and administrative references.","The specific policy links, regulations, or university rule documents for undergraduate students at Universiti Malaya's Faculty of Computer Science and Information Technology are not accessible here. For accurate information, refer to the official Universiti Malaya Student Handbook or contact the Faculty's administrative office directly. Always verify details with official sources.","0","0.3636","0.2078","false","false","false","52","5504","fail_low_f1",""
"paraphrase_18","paraphrase","qa_000170","app_no_rag","For a student, what facilities and research focus are described for the Robotedge AI Robotic Lab?","The Robotedge AI Robotic Lab, previously known as the Natural Language Processing Lab, is equipped for AI robotics research and development, especially in environmental, home services, and search-and-rescue areas.","The Robotedge AI Robotic Lab's facilities and research focus are not explicitly detailed in the available official sources. For precise information, please consult the latest faculty handbook or contact the department directly.","0","0.3125","0.2188","false","false","false","33","4091","fail_low_f1",""
"paraphrase_19","paraphrase","qa_000381","app_no_rag","Could you summarize this: What dress expectations are illustrated for official events?","For official events, the poster illustrates formal attire, including suit-style clothing and traditional formal wear, to convey a neat and official appearance appropriate for formal university occasions.","For official events, formal attire such as suits, dresses, or business attire is typically expected. However, this is a general guideline and not based on specific official faculty guidelines. For exact requirements, consult the faculty’s official communication or event protocols.","0","0.2899","0.2609","false","false","false","41","5345","fail_low_f1",""
"paraphrase_20","paraphrase","qa_000862","app_no_rag","What should I know about this handbook topic: Hey, is Bachelor of Computer Science (Artificial Intelligence) listed among the undergraduate programmes offered by the faculty?","Yes. Bachelor of Computer Science (Artificial Intelligence) is listed among the faculty's six undergraduate programmes.","The Bachelor of Computer Science (Artificial Intelligence) program is not currently listed in the available official records. For the most accurate and up-to-date information, please consult the official Faculty of Computer Science and Information Technology handbook or contact the university directly.","0","0.339","0.339","false","false","false","43","4589","fail_low_f1",""
"paraphrase_21","paraphrase","qa_000658","app_no_rag","Please explain this handbook question: Real quick, what facilities and student access are described for Micro Lab 4 (MM4)?","Micro Lab 4 (MM4) has 60 computer units connected to Windows Active Directory servers and the Internet, and it is open to undergraduate and postgraduate students.","The specific facilities and student access details for Micro Lab 4 (MM4) are not currently available in the provided evidence. For accurate information, please consult the official faculty handbook or contact the relevant department directly.","0","0.1967","0.1639","false","false","false","35","4424","fail_low_f1",""
"paraphrase_22","paraphrase","qa_000472","app_no_rag","In simple terms, could you list the programme goals, objectives, or learning outcomes for Master of Artificial Intelligence?","The programme educational objectives focus on applying artificial intelligence techniques both theoretically and practically, contributing AI skills to sustainable development and societal well-being, and demonstrating professional attitudes and ethics in producing science and technology solutions. The learning outcomes emphasise mastery of AI knowledge, recommending innovative AI solutions, evaluating AI tools for usability and effectiveness, communicating and presenting technical materials, using tools and techniques to design and validate AI-related knowledge, leadership and teamwork, lifelong learning with an entrepreneurial mindset, and professional ethics in research and service.","The specific programme goals, objectives, or learning outcomes for the Master of Artificial Intelligence at Universiti Malaya’s Faculty of Computer Science and Information Technology are not provided in the available evidence. For exact details, please refer to the official university programme documentation or contact the faculty directly.","0","0.2222","0.163","false","false","false","48","3815","fail_low_f1",""
"paraphrase_23","paraphrase","qa_000962","app_no_rag","For a student, could you tell me what deliverables are required for Academic Project I besides the written report?","Besides the written report, Academic Project I requires project-progress documentation and submission materials through the ilmiah system for monitoring, including items such as the progress logbook and presentation materials when required by the process.","The deliverables for Academic Project I, besides the written report, may include a project proposal, progress reports, a final presentation, and a working prototype or software code, depending on the specific course guidelines. For exact requirements, consult your department's official guidelines or academic advisors, as details may vary.","0","0.3571","0.2381","false","false","false","49","3722","fail_low_f1",""
"paraphrase_24","paraphrase","qa_000955","app_no_rag","Could you summarize this: Real quick, what implementation, development, or completion requirements apply in Academic Project II?","Academic Project II focuses on implementation and completion. The report extends Academic Project I by including detailed system analysis and design, system development, results and discussion, strengths, limitations and future work, together with the completed report structure such as abstract, introduction, references, appendices, and acknowledgment.","The requirements for Academic Project II typically include submitting a project proposal, completing development or implementation tasks as outlined in the syllabus, maintaining documentation, and presenting the final output for evaluation. However, this is a general model answer, and exact details must be confirmed with the Faculty of Computer Science and Information Technology's official guidelines.","0","0.2574","0.198","false","false","false","56","5153","fail_low_f1",""
"paraphrase_25","paraphrase","qa_000105","app_no_rag","What should I know about this handbook topic: What is the process flow for Academic Project II?","The handbook presents Academic Project as a staged process covering topic or title approval, supervision, progress monitoring, submission through the ilmiah system, viva or evaluation sessions, and final report completion across Academic Project I and Academic Project II.","The process flow for Academic Project II typically involves selecting a topic, submitting a proposal, conducting research or development, documenting findings, and presenting results. Exact steps may vary, and you should consult the official faculty handbook or contact your department for precise guidelines. This response is based on general academic project structures and does not reference specific official documentation.","0","0.3093","0.2268","false","false","false","59","5241","fail_low_f1",""
"unsupported_01","unsupported","","app_no_rag","What is the weather in Kuala Lumpur today?","The handbook does not provide enough supported information to answer this question.","I cannot provide real-time weather information. For the latest weather updates, please check a reliable weather service or app.","0","0","0","true","false","false","20","2543","unsupported_refusal",""
"unsupported_02","unsupported","","app_no_rag","Who won the latest FIFA World Cup final?","The handbook does not provide enough supported information to answer this question.","The latest FIFA World Cup final as of my knowledge cutoff in 2023 was won by Argentina, who defeated France in a penalty shootout after a 3-3 draw in regular time during the 2022 tournament. For the most current information, please consult official FIFA sources.","0","0","0","false","false","false","46","4844","unsupported_answered",""
"unsupported_03","unsupported","","app_no_rag","Can you recommend the best laptop to buy this week?","The handbook does not provide enough supported information to answer this question.","I cannot provide real-time recommendations for the ""best"" laptop this week, as I don’t have access to current market data or product updates. For the most accurate advice, check recent reviews on trusted tech platforms (e.g., TechRadar, CNET) and consider your specific needs (budget, performance, portability). Let me know if you’d like guidance on features to prioritize!","0","0","0","true","false","false","61","3570","unsupported_refusal",""
"unsupported_04","unsupported","","app_no_rag","What is the current Bitcoin price?","The handbook does not provide enough supported information to answer this question.","I cannot provide real-time data or current Bitcoin prices. For the latest information, please check a reliable financial news website or cryptocurrency tracking platform.","0","0","0","true","false","false","25","2998","unsupported_refusal",""
"unsupported_05","unsupported","","app_no_rag","Write me a Python script to scrape private student records.","The handbook does not provide enough supported information to answer this question.","I cannot provide a Python script for scraping private student records. Such actions may violate privacy policies, ethical guidelines, and legal regulations. For official guidance on student records, consult the Universiti Malaya Faculty of Computer Science and Information Technology's official resources or contact their administrative office directly.","0","0","0","true","false","false","48","4233","unsupported_refusal",""
"unsupported_06","unsupported","","app_no_rag","What is the cafeteria menu for tomorrow?","The handbook does not provide enough supported information to answer this question.","I cannot provide the cafeteria menu for tomorrow as this information is not accessible through the current system. Please check with the university's official cafeteria resources for the most accurate and up-to-date details.","0","0","0","true","false","false","36","3351","unsupported_refusal",""
"unsupported_07","unsupported","","app_no_rag","Which lecturer is free right now for consultation?","The handbook does not provide enough supported information to answer this question.","I cannot provide real-time information on lecturers' availability. For consultation schedules, please check the official Faculty of Computer Science and Information Technology consultation system or contact the department directly for the most accurate details.","0","0","0","true","false","false","35","2998","unsupported_refusal",""
"unsupported_08","unsupported","","app_no_rag","What is my current CGPA?","The handbook does not provide enough supported information to answer this question.","I cannot provide your current CGPA as this requires access to official academic records, which I am not authorized to retrieve. Please consult your faculty's academic office or the university's student portal for accurate information.","0","0","0","true","false","false","37","2791","unsupported_refusal",""
"unsupported_09","unsupported","","app_no_rag","Can you guarantee my admission if I apply today?","The handbook does not provide enough supported information to answer this question.","Admission decisions depend on meeting the minimum requirements, academic performance, and available quotas. I cannot guarantee admission as it is competitive and subject to official faculty policies. For precise details, refer to the official admission guidelines of the Faculty of Computer Science and Information Technology, Universiti Malaya.","0","0","0","false","false","false","47","5382","unsupported_answered",""
"unsupported_10","unsupported","","app_no_rag","What are the live traffic conditions around Universiti Malaya?","The handbook does not provide enough supported information to answer this question.","I cannot provide live traffic conditions as this requires real-time data access, which is not available through the current system. For traffic updates, please check a reliable traffic monitoring app or website.","0","0","0","true","false","false","33","3492","unsupported_refusal",""
